latitude,longitude,altitude
-8.8559279,33.63814585,1536.9
-3.61719497,32.27095277,1184
-6.34066834,35.90378268,1083.1
-3.06119502,33.76982733,1269.2
-2.8228908,30.54632052,1486.7
-2.41384324,32.09379477,1206.4
-6.10249415,37.00545481,1070.5
-2.98448801,33.1790604,1174.4
-6.66497194,36.12258117,840
-4.82401867,38.81174638,278.2
-1.27761822,30.68720619,1344
-2.51383403,33.24674871,1149.2
-6.49962016,36.20103241,892.3
-8.64740104,34.29404859,1047.5
-3.50432673,33.38198314,1186.2
-2.63072028,33.99687053,1283.6
-2.99555121,31.41362444,1301.6
-3.36975122,32.26183402,1298.6
-4.54231254,35.7777087,1229
-9.32934787,33.65384309,1259.5
-5.25054438,32.93467455,1206.7
-2.40172923,32.32559467,1154.7
-1.52202654,31.56852941,1185.5
-1.78404463,31.54923004,1550.6
-3.06488685,33.0210039,1247.3
-1.72457661,31.64833142,1223.6
-1.81716686,31.60661499,1331.2
-2.50518856,30.56042442,1371.9
-3.43334639,32.3882981,1238
-3.69469217,34.43412028,1122.3
-4.09027976,32.89593321,1161.8
-3.93596204,34.3130908,1051
-6.57612953,36.52639035,844.5
-3.28630723,32.37269104,1280.4
-1.47901325,31.37971801,1239.4
-6.83332235,33.36204256,1215.4
-2.86366064,34.21147848,1413.4
-1.60730098,31.41278596,1197.1
-6.24775678,37.16345991,757.7
-4.26321777,32.79728977,1211.9
-9.26490615,33.80820365,1460.6
-2.73058818,32.93560733,1188.4
-3.38385319,32.92664058,1156.6
-8.71364972,33.65740754,1130.6
-1.79755891,31.54565218,1542.8
-9.17121546,32.86485927,1522.3
-2.77707804,34.72598119,1624.1
-2.5235996,33.55167374,1176
-3.80525256,32.42233573,1216.7
-9.07696728,33.56612386,1857.1
-3.09913295,31.04039338,1234.6
-3.80317808,33.07124893,1209.3
-3.22196269,33.59875806,1285.3
-2.74832913,33.99581078,1294
-2.96690911,33.34648408,1238.5
-9.10263864,32.76956657,1323.7
-2.20641153,31.72681637,1134
-6.03050007,36.32262329,968.8
-9.09321176,32.74417171,1282.8
-3.63147904,35.98739731,1001.2
-1.4610387,31.18131668,1246.6
-3.54821462,31.97383145,1245.5
-6.34852145,37.28293669,559
-9.59141452,33.85391373,504.1
-1.75251983,31.15676686,1492.5
-3.30595024,33.59105389,1230.8
-5.9501675,36.68994849,1394.9
-2.88996128,34.04414506,1335
-4.62535954,35.7728937,1598.2
-9.40238092,33.92802621,551.9
-8.96403472,33.33622517,1429.3
-4.04968477,33.21009759,1129
-3.90063613,32.37488694,1209.4
-9.45085004,33.95147444,494.3
-3.97850936,32.52331056,1229.1
-9.28853174,33.90648512,798.2
-8.45718989,33.01044865,852.8
-6.50056261,35.37394148,926.3
-3.28153625,32.37010024,1263
-3.50042849,31.94132704,1223.1
-8.42619281,33.44539334,1352.5
-2.4380498,32.14169344,1163.7
-3.24447423,32.51143483,1177.9
-4.53717049,35.80843853,1182.3
-1.25182654,31.42618596,1156.3
-3.14687286,34.33758703,1370.4
-2.46422032,31.77895223,1175.3
-5.79626347,32.88212622,1145.6
-9.45782098,34.00349791,517.5
-8.5825774,34.47418926,1058.9
-2.65655908,34.16744348,1328.7
-2.53530178,30.57137878,1742.5
-4.29289629,32.97478961,1257.4
-2.81423432,30.45466937,1523.4
-2.30472067,33.75052881,1160.3
-5.81173472,35.79752145,1135.3
-1.77016599,31.60305482,1463.4
-1.84089912,31.55720281,1471.3
-8.98814978,32.78179076,1415.8
-6.27912483,36.32783871,833.3
-2.47866158,33.15662457,1152.1
-2.80045839,33.15450332,1179.1
-4.57527833,33.46100674,1265.3
-9.5320798,33.84789181,490
-2.85764234,33.48193373,1240.3
-2.78513942,31.53679211,1298.9
-2.41536377,31.73254996,1158.7
-3.18220007,33.30292914,1197
-3.09955825,34.05614328,1308.3
-2.65081407,33.34608706,1250.4
-4.8476755,36.04960648,1264.3
-2.7942537,31.46780452,1350.8
-9.17126708,33.53389261,1342.6
-2.87750345,32.27817436,1251.6
-1.67668655,31.56747238,1491.7
-4.85736774,32.95059257,1227.9
-2.80907675,31.68666434,1219.5
-8.7617393,33.64240883,1166
-2.54592077,32.96359356,1256.4
-3.38106654,32.16891271,1292.8
-3.08537978,33.30755142,1194
-3.23431011,32.45009748,1198.2
-6.22397625,36.34938644,884.1
-3.43329832,32.400056,1232.9
-1.43992385,30.86352311,1453.3
-8.88246787,33.33982183,1489.1
-1.82960898,31.59665847,1311.6
-4.82469564,38.81147239,279.3
-4.83138564,33.02165386,1289.9
-1.21642255,31.81621197,1218.2
-3.34641652,32.0250299,1213.5
-2.42508021,31.75510651,1143.1
-8.84456005,32.71194283,1462.2
-1.54702151,30.87655918,1314.3
-2.78029924,33.85881296,1301.5
-3.65297166,33.47109194,1129
-3.84543677,33.31256142,1123.4
-4.86648858,32.97594506,1230.7
-3.26983665,32.41204522,1261.4
-2.64259728,32.96089039,1149.1
-3.57351204,33.79651467,1144.5
-9.17616851,33.54280265,1348.4
-2.90068809,32.74275693,1166.1
-2.7512896,33.19276272,1218.7
-2.98903434,32.6084323,1238
-8.93730289,33.53870498,1924.6
-6.6907959,36.08978232,804
-2.57845612,33.66910292,1167
-4.82717015,38.81121679,272.6
-9.34544681,33.62345704,1140.2
-2.32966317,33.6632815,1151.2
-4.91800442,32.9754289,1256.5
-8.69018463,32.62838842,1287.5
-4.39732604,32.51050551,1202.8
-2.45589926,30.81384286,1544.9
-9.61976273,33.90563008,490.3
-3.45161795,32.0875088,1191.2
-5.94872827,36.44971165,1157.1
-2.74832913,33.99581078,1294
-8.82834831,33.86434384,1202.4
-2.56849749,32.6908744,1210.8
-8.76942692,34.37276786,1112
-3.66336113,33.21999498,1233
-2.63898372,32.4365581,1226.3
-3.60644526,32.11782702,1164.4
-2.63072028,33.99687053,1283.6
-2.56191429,33.0667994,1246.1
-3.23259007,33.52877101,1249.2
-2.41392966,30.7788824,1347
-6.08734105,35.59909399,1161.7
-3.31813257,32.4840343,1199.2
-3.47524913,32.29349634,1176.4
-9.48559469,33.92240722,491.6
-9.13686032,32.79325317,1412.2
-6.14039791,36.98204213,1189.6
-1.61934485,31.6157464,1511.3
-3.10992847,33.64427624,1331.5
-5.07433628,35.40586771,1207.8
-8.95180265,33.23190967,1246.7
-6.05197256,36.58103974,1205.5
-2.85043383,30.53731541,1515.6
-2.68187781,32.99146079,1230.2
-2.79466512,33.37569753,1238.2
-7.91176132,33.32259859,1365.6
-1.20693312,30.60093967,1341.1
-4.85687702,38.79882405,242
-3.30694603,34.21881457,1256.3
-2.74832913,33.99581078,1294
-9.26965795,33.56067324,1237.7
-3.43773304,33.51799356,1178
-2.77271085,31.31763606,1339.2
-5.23615297,33.01702535,1194.4
-3.0631815,33.68305952,1297.7
-6.08478229,35.90916425,1114.3
-6.26317208,36.64789962,1161.9
-3.85059748,33.08248419,1198.7
-3.61622935,33.35718936,1180.5
-4.01648793,33.3578108,1127.8
-2.68075027,32.69070686,1261.3
-2.51309608,30.51318212,1608
-8.79854976,32.92335349,1530.6
-1.50313819,30.88305945,1328.6
-8.67273807,33.8603793,1069.7
-9.35789375,33.03858006,1350.8
-6.28755861,36.33159542,839.8
-3.81507359,32.56693522,1282.3
-6.15509141,36.34203584,905.4
-2.70927157,30.59335173,1400
-2.57217327,32.90317764,1156.8
-6.56928206,35.51352768,994
-9.4854776,33.2888877,1283
-6.25282121,36.64750504,1155.2
-3.1783636,31.35387362,1256.6
-1.59719272,31.52075955,1165.2
-3.05945885,32.57038138,1237.5
-1.634489,30.94226074,1370.3
-9.12956325,33.80563731,1616.6
-2.77758751,30.49167984,1500.1
-4.44467027,32.20952593,1129.4
-5.89453583,33.00859108,1160.4
-2.39493952,32.0621395,1146.9
-8.91488999,32.68580228,1325.9
-3.51656793,33.804408,1169.1
-3.63147904,35.98739731,1001.2
-8.57769912,33.34589323,1340.5
-8.93715028,33.15621801,1437.6
-1.73409742,31.11566327,1430.9
-2.77707804,34.72598119,1624.1
-2.66484683,31.51604465,1260.2
-1.40150264,31.75250265,1153
-3.47541856,32.0844606,1188.8
-3.08476301,32.41037625,1320.9
-9.29376218,33.86133212,978.5
-3.80950198,32.73983514,1177.9
-2.63437416,30.45483915,1493.5
-3.35612428,32.28129226,1294.1
-5.34521181,35.78212345,1138.4
-2.98977186,33.03179649,1182.1
-2.42986524,30.59576791,1321.3
-9.23297622,33.54199665,1260.3
-2.69361239,33.50633488,1204.2
-1.68313397,31.01439376,1314.7
-4.75714251,32.95871049,1265.2
-2.39267358,33.77866181,1309.2
-3.76839075,33.6081602,1085.1
-1.44504086,31.79102674,1295.3
-1.86979865,31.11002625,1538.3
-8.88910185,33.3728236,1578
-6.07850428,35.90895048,1131.8
-8.88799963,33.31025562,1327.7
-6.66192311,36.39477078,1055.9
-2.01756075,34.22172206,1191.9
-9.29468981,33.83202879,1174.6
-1.24137094,30.83887833,1626.4
-5.17305291,35.86778812,1210.1
-3.15069849,34.32449666,1356.7
-8.57262852,33.03988587,840.1
-3.6110253,32.07237848,1144.3
-3.17293459,32.4973442,1184.7
-9.4685113,33.94463396,489.2
-3.05945885,32.57038138,1237.5
-2.55266531,33.53758359,1147.6
-4.10720701,32.41008446,1191.3
-3.98624502,32.01657933,1222
-2.59826671,33.9262365,1232.5
-9.34841656,33.84870224,828.8
-3.55677799,33.56459862,1189.8
-9.01324361,32.84632327,1545.5
-4.88686188,32.21174827,1115.8
-6.43950328,35.58548208,1001.7
-5.69946501,32.9352266,1186.9
-9.21617892,33.62682474,1424.6
-9.16319144,33.54303095,1389.3
-6.31967351,35.42928533,935.9
-2.9551779,33.53649518,1245.2
-3.29086026,32.14085683,1279.1
-2.87750345,32.27817436,1251.6
-3.31953043,33.73585762,1249.1
-1.57586197,31.17462606,1232
-6.21262457,36.968012,1005.2
-3.06119502,33.76982733,1269.2
-6.20836057,36.95754033,1042.1
-3.66647256,32.58099317,1203.4
-3.39329247,31.79891932,1202.3
-3.32046593,32.20982709,1268.4
-4.45409358,35.82516768,1258.5
-9.57382103,33.77631772,531.8
-2.71747406,33.00651769,1234.4
-3.09760824,33.37570067,1220.1
-3.20728709,31.96719907,1175.1
-3.09114431,34.31779795,1385.3
-6.13724819,35.81604334,1073.3
-9.5460415,33.45755562,1408.8
-5.81488669,35.80141043,1136.1
-4.0159231,33.16580943,1123
-3.53830192,34.02336747,1170.1
-2.93377604,33.24178391,1170.2
-4.96763541,32.00937884,1124.3
-2.65655908,34.16744348,1328.7
-3.60463396,34.28031857,1150.1
-3.86696373,33.14089357,1177.3
-5.07707122,32.69488713,1171.7
-6.23617647,35.34562167,844.6
-8.81846329,34.19231962,1094.4
-9.20638759,33.12651242,1776.2
-1.33649437,31.66907787,1147.3
-2.01756075,34.22172206,1191.9
-3.0665042,33.7828455,1286.2
-9.60252843,33.9294031,491
-9.40333765,33.85193788,555.3
-2.86257759,33.42432817,1209.2
-9.32013246,32.87812976,1402.7
-8.80357106,34.13751022,1065
-1.44326511,31.78057985,1278.3
-4.51194651,32.72654691,1219.6
-8.8350145,34.17784576,1080.3
-8.83967809,33.98272578,1211.2
-3.35326674,32.07136201,1237
-2.59490509,33.42274853,1161.7
-2.94425302,34.16480159,1382
-1.50597428,31.45576198,1174.2
-5.02043683,32.80359569,1203.7
-4.42791896,33.79140404,1150.3
-9.54464492,33.84168521,498.5
-9.16057078,33.5434954,1392.6
-9.49687675,33.9540832,489
-1.36863908,30.77155392,1414.9
-3.51733733,34.30892598,1200
-6.34518403,37.39981635,431
-9.08779558,32.72160558,1231.6
-6.62828901,36.28277959,1780.3
-4.54684661,35.77910647,1225.9
-3.3452243,31.95866119,1261.3
-2.73135939,33.0363104,1196.8
-9.40697629,33.86027298,532.4
-4.64746263,33.51636535,1236.4
-1.50368081,30.91683872,1447
-1.72589687,30.91148187,1312.3
-5.60242429,32.7403683,1163.8
-4.13869084,33.53423672,1186.9
-2.73510642,33.22080991,1224.8
-5.68824731,37.29805962,978.6
-8.94963841,32.56086311,996
-3.25778173,33.34115646,1191.9
-9.21109965,33.61129622,1374.8
-3.60433302,33.36964207,1172.9
-4.76624387,39.15235224,23.3
-2.98903434,32.6084323,1238
-5.61488848,32.75217969,1162.2
-9.5068747,33.78832323,511.8
-9.20989401,33.62563856,1418.6
-4.82050615,38.86390269,198.7
-8.99695985,33.69077699,2348
-9.48192014,33.88066513,501.5
-9.31729592,33.65554664,1276.9
-9.57418689,33.70382042,534.6
-2.87750345,32.27817436,1251.6
-9.30681743,33.65032991,1293.1
-4.86045141,36.05116632,1257.9
-6.16642185,35.89298624,1111
-3.43871333,33.41152765,1209.3
-1.34518585,31.80473402,1283.6
-2.78029924,33.85881296,1301.5
-6.41706671,35.78213156,1070.6
-3.75723198,34.37291325,1095
-8.6780006,34.30749196,1057.4
-9.48244916,33.98402343,481.2
-6.11556343,36.82429723,1261.5
-3.12986481,31.07434966,1242.5
-8.79534181,33.81592669,1166.2
-6.73747123,36.22226626,921
-3.0180734,34.25215153,1375.5
-3.13975262,34.35409536,1371.4
-2.44474105,30.59572993,1389.7
-2.87750345,32.27817436,1251.6
-2.75445545,32.98208334,1222.6
-8.74049924,34.36866397,1094.2
-8.95371895,33.66145523,2006.9
-6.45186446,37.39141091,390.8
-3.72296794,33.40268789,1152.7
-5.09207266,35.7439942,1183.9
-2.54537716,33.27015948,1149.8
-4.69535454,33.45973553,1256
-6.58784635,36.07160178,885.8
-2.60288497,32.1462849,1183.7
-4.90804979,38.76657283,173.1
-2.83580954,32.43722658,1189.3
-5.76236558,32.73331789,1132
-3.23686319,32.3224349,1369.3
-3.03386193,33.88735442,1297.8
-8.61315799,34.41442415,1064.7
-2.58664538,31.29599158,1330.7
-2.53121282,32.95809729,1242.3
-6.59515435,36.3829287,1028.2
-5.98872506,37.18628401,1000.8
-9.16347296,33.77507722,1604.4
-9.37088485,33.79986287,665.4
-8.84163743,33.86023689,1233.7
-6.7406933,36.32662162,1691.6
-2.66101224,33.38931665,1227.5
-3.65264731,32.16075018,1174.5
-9.45240017,33.9542716,500.3
-4.12345651,32.8999812,1184.1
-5.70104633,32.90481454,1182
-2.59826671,33.9262365,1232.5
-3.30694603,34.21881457,1256.3
-3.27210322,33.57795053,1264.7
-3.08416936,33.30806703,1194
-5.25017493,35.39668655,1224.1
-3.03386193,33.88735442,1297.8
-2.66373403,33.2713559,1215.1
-4.70385615,35.9222539,1247.4
-6.80521975,36.39278845,1198.9
-3.21391183,31.985621,1175.3
-9.67884057,33.90628863,484.2
-4.64453914,35.99630026,1178.1
-3.06119502,33.76982733,1269.2
-8.92650202,33.70472999,1832.3
-9.03019414,33.13216486,1717.2
-2.76869718,33.56128886,1204.5
-6.40147495,37.2967319,449.9
-9.43041163,33.91958665,507.3
-9.06371867,33.13996666,1720.2
-7.02316237,36.43941814,1140.7
-3.71950956,32.12576291,1162.2
-1.94170878,31.52772954,1397.2
-8.71968913,33.81281429,1090.9
-2.68832999,33.1019563,1207.3
-2.44499635,32.99407042,1264.1
-4.84875984,32.77506695,1199.4
-8.70540702,34.36375121,1079
-8.98275377,32.93335141,1644.3
-5.93369972,36.03333398,1065.6
-4.20966287,32.65134805,1234.5
-3.30694603,34.21881457,1256.3
-8.80167763,34.22241785,1118
-4.87999175,38.83636894,221
-2.64254737,33.40842057,1200.8
-4.42194401,33.43607258,1300.7
-6.20760116,35.67644606,1139.7
-4.64277216,33.06767364,1222.9
-6.63978289,36.27290199,1811.5
-3.61692951,33.43798242,1127.3
-2.87623752,31.56461674,1238.1
-9.50403778,33.95846486,489.3
-3.75538313,32.19511383,1190.4
-3.17638528,32.65494491,1209.8
-2.86366064,34.21147848,1413.4
-2.39147893,33.03307242,1163.2
-2.78714972,33.51764821,1232.4
-8.35330282,32.29946509,843.1
-4.88882881,33.14588414,1246.5
-9.64613004,33.93354832,479.9
-5.43209478,33.64667481,1209
-8.88496296,32.74628709,1493.3
-2.66008933,30.54806537,1435
-9.48672473,33.27339933,1261.9
-3.80517333,32.18834693,1169.8
-9.09367657,32.96491536,1601.9
-5.45130472,32.61187667,1151.8
-8.67041635,33.86192727,1067.8
-9.25988823,33.56997563,1284.7
-2.89551094,34.41884788,1472.1
-6.59145548,37.17247371,431.4
-4.24525241,33.91581946,1076.6
-2.35432822,31.70875911,1136.5
-3.61317866,33.52907721,1183.5
-2.78029924,33.85881296,1301.5
-2.53226616,32.82642432,1155.7
-4.5649889,32.13516151,1136.4
-3.33811543,32.14259069,1309.8
-3.86382304,32.53056497,1234
-8.58503584,33.11133873,841.7
-2.55975905,32.72209137,1171.2
-2.56684434,32.68988635,1234.7
-6.42824792,35.77851378,1063.6
-9.6658283,33.92985992,490.3
-4.83748441,38.81235822,241.7
-1.56261472,31.24288328,1272.1
-8.55284881,32.99809764,827
-1.24724788,31.44084024,1156.7
-3.16740901,34.16111096,1329.3
-5.09985578,32.71465574,1170.4
-9.33560029,32.98507361,1361
-3.10143899,33.63352269,1320.2
-5.6454211,32.96805666,1225.6
-2.33925996,31.73537553,1140.2
-3.35281957,32.30562202,1252.1
-9.23739635,33.59097575,1327.5
-5.11044405,31.63410272,1083.5
-2.39267358,33.77866181,1309.2
-1.68948152,30.99377622,1343.4
-2.30472067,33.75052881,1160.3
-2.82034395,31.53015069,1276
-5.54795403,32.67334037,1139
-2.52085919,32.47285595,1197.8
-9.1910591,33.73440421,1553.1
-6.03236053,37.10626078,965.6
-4.19630697,33.29866516,1212.1
-3.0740994,34.08785194,1324.6
-3.17293459,32.4973442,1184.7
-3.08932334,34.11971729,1335.2
-5.22752333,35.43698745,1175.9
-1.40196247,31.53098872,1207.7
-6.24480672,37.16300662,766
-3.7744978,32.47503445,1234.3
-2.87329148,33.63939541,1227.7
-8.98718846,33.6498633,2310.7
-2.5706561,33.27025103,1142.9
-2.97513441,33.81198112,1288.6
-3.9415232,32.50733828,1223.5
-2.79729452,33.58148668,1200.2
-6.21672781,35.67520991,1138
-6.1744912,36.47431698,1046.6
-9.5206818,33.69470207,566.5
-1.66741091,31.54250447,1274.5
-2.52522643,33.56289957,1182.8
-5.44072164,32.62617252,1150.3
-8.85749223,34.03827199,1144.1
-2.9677012,32.69488725,1201.5
-1.4393115,31.73670005,1263
-2.56169053,33.36247931,1154.1
-6.80032497,36.06793853,737.8
-3.73597329,33.81796272,1107.3
-9.40032439,33.03509493,1343.5
-3.23686319,32.3224349,1369.3
-9.31049974,32.99192317,1390.5
-1.67052141,31.58764904,1467
-1.44303181,31.78265725,1263.5
-9.01765739,33.07961288,1678.9
-9.48594185,33.87436623,507.9
-9.44941874,33.91171525,500.4
